": Intensity [ph/s/.1%bw/mm²] vs Horizontal Position [m] and Vertical Position [m]. The Horizontal Positions are given in the first column, Vertical Positions in the first row.",-2.000000000e-3,-1.971223022e-3,-1.942446043e-3,-1.913669065e-3,-1.884892086e-3,-1.856115108e-3,-1.827338129e-3,-1.798561151e-3,-1.769784173e-3,-1.741007194e-3,-1.712230216e-3,-1.683453237e-3,-1.654676259e-3,-1.625899281e-3,-1.597122302e-3,-1.568345324e-3,-1.539568345e-3,-1.510791367e-3,-1.482014388e-3,-1.453237410e-3,-1.424460432e-3,-1.395683453e-3,-1.366906475e-3,-1.338129496e-3,-1.309352518e-3,-1.280575540e-3,-1.251798561e-3,-1.223021583e-3,-1.194244604e-3,-1.165467626e-3,-1.136690647e-3,-1.107913669e-3,-1.079136691e-3,-1.050359712e-3,-1.021582734e-3,-9.928057554e-4,-9.640287770e-4,-9.352517986e-4,-9.064748201e-4,-8.776978417e-4,-8.489208633e-4,-8.201438849e-4,-7.913669065e-4,-7.625899281e-4,-7.338129496e-4,-7.050359712e-4,-6.762589928e-4,-6.474820144e-4,-6.187050360e-4,-5.899280576e-4,-5.611510791e-4,-5.323741007e-4,-5.035971223e-4,-4.748201439e-4,-4.460431655e-4,-4.172661871e-4,-3.884892086e-4,-3.597122302e-4,-3.309352518e-4,-3.021582734e-4,-2.733812950e-4,-2.446043165e-4,-2.158273381e-4,-1.870503597e-4,-1.582733813e-4,-1.294964029e-4,-1.007194245e-4,-7.194244604e-5,-4.316546763e-5,-1.438848921e-5,1.438848921e-5,4.316546763e-5,7.194244604e-5,1.007194245e-4,1.294964029e-4,1.582733813e-4,1.870503597e-4,2.158273381e-4,2.446043165e-4,2.733812950e-4,3.021582734e-4,3.309352518e-4,3.597122302e-4,3.884892086e-4,4.172661871e-4,4.460431655e-4,4.748201439e-4,5.035971223e-4,5.323741007e-4,5.611510791e-4,5.899280576e-4,6.187050360e-4,6.474820144e-4,6.762589928e-4,7.050359712e-4,7.338129496e-4,7.625899281e-4,7.913669065e-4,8.201438849e-4,8.489208633e-4,8.776978417e-4,9.064748201e-4,9.352517986e-4,9.640287770e-4,9.928057554e-4,1.021582734e-3,1.050359712e-3,1.079136691e-3,1.107913669e-3,1.136690647e-3,1.165467626e-3,1.194244604e-3,1.223021583e-3,1.251798561e-3,1.280575540e-3,1.309352518e-3,1.338129496e-3,1.366906475e-3,1.395683453e-3,1.424460432e-3,1.453237410e-3,1.482014388e-3,1.510791367e-3,1.539568345e-3,1.568345324e-3,1.597122302e-3,1.625899281e-3,1.654676259e-3,1.683453237e-3,1.712230216e-3,1.741007194e-3,1.769784173e-3,1.798561151e-3,1.827338129e-3,1.856115108e-3,1.884892086e-3,1.913669065e-3,1.942446043e-3,1.971223022e-3,2.000000000e-3
-2.000000000e-3,5.915926200e+11,3.561297674e+11,1.357671055e+11,2.963821978e+10,9.021493248e+10,3.007940526e+11,5.849065062e+11,8.386160230e+11,9.710528102e+11,9.371957330e+11,7.517502177e+11,4.811671142e+11,2.188327158e+11,5.349697946e+10,4.182641050e+10,1.931644109e+11,4.696593859e+11,7.998756618e+11,1.100376310e+12,1.298390319e+12,1.349405377e+12,1.245927178e+12,1.016393368e+12,7.159267983e+11,4.122042368e+11,1.703107297e+11,3.996637184e+10,4.741645517e+10,1.928514437e+11,4.529597972e+11,7.872860652e+11,1.146607632e+12,1.481519530e+12,1.749776466e+12,1.921420493e+12,1.981316727e+12,1.929217049e+12,1.777809752e+12,1.549438026e+12,1.272194793e+12,9.760314491e+11,6.893693829e+11,4.365144228e+11,2.360024433e+11,9.987167027e+10,3.371167334e+10,3.732357939e+10,1.057731297e+11,2.306421228e+11,4.013090406e+11,6.061293568e+11,8.334415626e+11,1.072336732e+12,1.313208009e+12,1.548064522e+12,1.770673406e+12,1.976528404e+12,2.162731909e+12,2.327782359e+12,2.471338181e+12,2.593963377e+12,2.696880849e+12,2.781739221e+12,2.850426192e+12,2.904889229e+12,2.947006595e+12,2.978479866e+12,3.000755028e+12,3.014958776e+12,3.021864960e+12,3.021864960e+12,3.014958776e+12,3.000755028e+12,2.978479866e+12,2.947006595e+12,2.904889229e+12,2.850426192e+12,2.781739221e+12,2.696880849e+12,2.593963377e+12,2.471338181e+12,2.327782359e+12,2.162731909e+12,1.976528404e+12,1.770673406e+12,1.548064522e+12,1.313208009e+12,1.072336732e+12,8.334415626e+11,6.061293568e+11,4.013090406e+11,2.306421228e+11,1.057731297e+11,3.732357939e+10,3.371167334e+10,9.987167027e+10,2.360024433e+11,4.365144228e+11,6.893693829e+11,9.760314491e+11,1.272194793e+12,1.549438026e+12,1.777809752e+12,1.929217049e+12,1.981316727e+12,1.921420493e+12,1.749776466e+12,1.481519530e+12,1.146607632e+12,7.872860652e+11,4.529597972e+11,1.928514437e+11,4.741645517e+10,3.996637184e+10,1.703107297e+11,4.122042368e+11,7.159267983e+11,1.016393368e+12,1.245927178e+12,1.349405377e+12,1.298390319e+12,1.100376310e+12,7.998756618e+11,4.696593859e+11,1.931644109e+11,4.182641050e+10,5.349697946e+10,2.188327158e+11,4.811671142e+11,7.517502177e+11,9.371957330e+11,9.710528102e+11,8.386160230e+11,5.849065062e+11,3.007940526e+11,9.021493248e+10,2.963821978e+10,1.357671055e+11,3.561297674e+11,5.915926200e+11
-1.971223022e-3,3.627343544e+11,1.357583811e+11,2.898535834e+10,9.719615488e+10,3.205138022e+11,6.153509274e+11,8.704762839e+11,9.915594179e+11,9.361973576e+11,7.272134083e+11,4.415406408e+11,1.811159122e+11,3.761218765e+10,6.338393702e+10,2.572673516e+11,5.679774433e+11,9.120278118e+11,1.199212855e+12,1.357531316e+12,1.350818202e+12,1.185377944e+12,9.053707960e+11,5.796328243e+11,2.842467041e+11,8.549072896e+10,2.688326246e+10,1.224913224e+11,3.569207214e+11,6.909332029e+11,1.070703378e+12,1.438390551e+12,1.741918568e+12,1.942388081e+12,2.018340635e+12,1.966726054e+12,1.801061138e+12,1.547560944e+12,1.240227774e+12,9.157531402e+11,6.089881027e+11,3.494301860e+11,1.589733130e+11,5.091350118e+10,3.006256333e+10,9.370787840e+10,2.331237253e+11,4.353507656e+11,6.849927578e+11,9.658581647e+11,1.262308295e+12,1.560277942e+12,1.847933534e+12,2.116025057e+12,2.357946221e+12,2.569617801e+12,2.749197713e+12,2.896715055e+12,3.013683446e+12,3.102698635e+12,3.167067308e+12,3.210504307e+12,3.236851352e+12,3.249878598e+12,3.253132067e+12,3.249819353e+12,3.242742252e+12,3.234256126e+12,3.226244481e+12,3.220122370e+12,3.216827744e+12,3.216827744e+12,3.220122370e+12,3.226244481e+12,3.234256126e+12,3.242742252e+12,3.249819353e+12,3.253132067e+12,3.249878598e+12,3.236851352e+12,3.210504307e+12,3.167067308e+12,3.102698635e+12,3.013683446e+12,2.896715055e+12,2.749197713e+12,2.569617801e+12,2.357946221e+12,2.116025057e+12,1.847933534e+12,1.560277942e+12,1.262308295e+12,9.658581647e+11,6.849927578e+11,4.353507656e+11,2.331237253e+11,9.370787840e+10,3.006256333e+10,5.091350118e+10,1.589733130e+11,3.494301860e+11,6.089881027e+11,9.157531402e+11,1.240227774e+12,1.547560944e+12,1.801061138e+12,1.966726054e+12,2.018340635e+12,1.942388081e+12,1.741918568e+12,1.438390551e+12,1.070703378e+12,6.909332029e+11,3.569207214e+11,1.224913224e+11,2.688326246e+10,8.549072896e+10,2.842467041e+11,5.796328243e+11,9.053707960e+11,1.185377944e+12,1.350818202e+12,1.357531316e+12,1.199212855e+12,9.120278118e+11,5.679774433e+11,2.572673516e+11,6.338393702e+10,3.761218765e+10,1.811159122e+11,4.415406408e+11,7.272134083e+11,9.361973576e+11,9.915594179e+11,8.704762839e+11,6.153509274e+11,3.205138022e+11,9.719615488e+10,2.898535834e+10,1.357583811e+11,3.627343544e+11
-1.942446043e-3,1.411347907e+11,2.901537178e+10,9.976666522e+10,3.322978632e+11,6.371016049e+11,8.957048259e+11,1.009447862e+12,9.372357755e+11,7.087651553e+11,4.105637069e+11,1.526408151e+11,2.945991680e+10,8.918104474e+10,3.204892262e+11,6.593171948e+11,1.011133448e+12,1.280272105e+12,1.396928020e+12,1.334474834e+12,1.113588236e+12,7.937849426e+11,4.561845617e+11,1.829248532e+11,3.859708723e+10,5.767895859e+10,2.398787830e+11,5.532092989e+11,9.429722071e+11,1.343932596e+12,1.692833022e+12,1.938872074e+12,2.050596143e+12,2.018659140e+12,1.854712578e+12,1.587277332e+12,1.255837794e+12,9.043424051e+11,5.751767040e+11,3.043594732e+11,1.183541985e+11,3.258513613e+10,5.148997222e+10,1.697737277e+11,3.744588431e+11,6.473224028e+11,9.673708667e+11,1.313076806e+12,1.664201523e+12,2.003124355e+12,2.315669209e+12,2.591458853e+12,2.823896695e+12,3.009861911e+12,3.149213204e+12,3.244194529e+12,3.298821669e+12,3.318286123e+12,3.308436062e+12,3.275343528e+12,3.224954995e+12,3.162855178e+12,3.094102934e+12,3.023138980e+12,2.953754706e+12,2.889102131e+12,2.831729033e+12,2.783637406e+12,2.746333266e+12,2.720892977e+12,2.708004930e+12,2.708004930e+12,2.720892977e+12,2.746333266e+12,2.783637406e+12,2.831729033e+12,2.889102131e+12,2.953754706e+12,3.023138980e+12,3.094102934e+12,3.162855178e+12,3.224954995e+12,3.275343528e+12,3.308436062e+12,3.318286123e+12,3.298821669e+12,3.244194529e+12,3.149213204e+12,3.009861911e+12,2.823896695e+12,2.591458853e+12,2.315669209e+12,2.003124355e+12,1.664201523e+12,1.313076806e+12,9.673708667e+11,6.473224028e+11,3.744588431e+11,1.697737277e+11,5.148997222e+10,3.258513613e+10,1.183541985e+11,3.043594732e+11,5.751767040e+11,9.043424051e+11,1.255837794e+12,1.587277332e+12,1.854712578e+12,2.018659140e+12,2.050596143e+12,1.938872074e+12,1.692833022e+12,1.343932596e+12,9.429722071e+11,5.532092989e+11,2.398787830e+11,5.767895859e+10,3.859708723e+10,1.829248532e+11,4.561845617e+11,7.937849426e+11,1.113588236e+12,1.334474834e+12,1.396928020e+12,1.280272105e+12,1.011133448e+12,6.593171948e+11,3.204892262e+11,8.918104474e+10,2.945991680e+10,1.526408151e+11,4.105637069e+11,7.087651553e+11,9.372357755e+11,1.009447862e+12,8.957048259e+11,6.371016049e+11,3.322978632e+11,9.976666522e+10,2.901537178e+10,1.411347907e+11
-1.913669065e-3,2.984950784e+10,9.755706163e+10,3.355478589e+11,6.498330214e+11,9.146894909e+11,1.025902576e+12,9.419430298e+11,6.977962639e+11,3.886345421e+11,1.323233690e+11,2.646015386e+10,1.156604969e+11,3.792243261e+11,7.411159532e+11,1.096621556e+12,1.345534034e+12,1.421107397e+12,1.306847085e+12,1.037860340e+12,6.883125494e+11,3.500797133e+11,1.091683779e+11,2.602503782e+10,1.238799155e+11,3.866676756e+11,7.656042004e+11,1.191724712e+12,1.590888890e+12,1.897879699e+12,2.067026412e+12,2.077953360e+12,1.936242639e+12,1.669769593e+12,1.322086171e+12,9.444249436e+11,5.878422569e+11,2.966298296e+11,1.037086228e+11,2.826006323e+10,7.546068992e+10,2.379314627e+11,4.983619584e+11,8.327440630e+11,1.213703127e+12,1.613531054e+12,2.006652289e+12,2.371391324e+12,2.691019309e+12,2.954149233e+12,3.154584273e+12,3.290777518e+12,3.365041865e+12,3.382632251e+12,3.350835233e+12,3.278104691e+12,3.173337793e+12,3.045280449e+12,2.902100541e+12,2.751096685e+12,2.598543557e+12,2.449638949e+12,2.308526309e+12,2.178390032e+12,2.061570408e+12,1.959707673e+12,1.873887887e+12,1.804780044e+12,1.752761238e+12,1.718019817e+12,1.700636262e+12,1.700636262e+12,1.718019817e+12,1.752761238e+12,1.804780044e+12,1.873887887e+12,1.959707673e+12,2.061570408e+12,2.178390032e+12,2.308526309e+12,2.449638949e+12,2.598543557e+12,2.751096685e+12,2.902100541e+12,3.045280449e+12,3.173337793e+12,3.278104691e+12,3.350835233e+12,3.382632251e+12,3.365041865e+12,3.290777518e+12,3.154584273e+12,2.954149233e+12,2.691019309e+12,2.371391324e+12,2.006652289e+12,1.613531054e+12,1.213703127e+12,8.327440630e+11,4.983619584e+11,2.379314627e+11,7.546068992e+10,2.826006323e+10,1.037086228e+11,2.966298296e+11,5.878422569e+11,9.444249436e+11,1.322086171e+12,1.669769593e+12,1.936242639e+12,2.077953360e+12,2.067026412e+12,1.897879699e+12,1.590888890e+12,1.191724712e+12,7.656042004e+11,3.866676756e+11,1.238799155e+11,2.602503782e+10,1.091683779e+11,3.500797133e+11,6.883125494e+11,1.037860340e+12,1.306847085e+12,1.421107397e+12,1.345534034e+12,1.096621556e+12,7.411159532e+11,3.792243261e+11,1.156604969e+11,2.646015386e+10,1.323233690e+11,3.886345421e+11,6.977962639e+11,9.419430298e+11,1.025902576e+12,9.146894909e+11,6.498330214e+11,3.355478589e+11,9.755706163e+10,2.984950784e+10
-1.884892086e-3,9.059879322e+10,3.298871542e+11,6.531363635e+11,9.274682245e+11,1.041632002e+12,9.514711777e+11,6.953262776e+11,3.759688253e+11,1.191237632e+11,2.632721203e+10,1.398170419e+11,4.306503598e+11,8.117327626e+11,1.168825778e+12,1.397633712e+12,1.434746749e+12,1.273839092e+12,9.640919040e+11,5.934491238e+11,2.631080346e+11,6.110652006e+10,4.183612211e+10,2.157429555e+11,5.502756454e+11,9.802825728e+11,1.424206463e+12,1.801737994e+12,2.049091961e+12,2.129204740e+12,2.035715408e+12,1.791006081e+12,1.439635472e+12,1.039073935e+12,6.497792819e+11,3.262926684e+11,1.105679892e+11,2.809885491e+10,8.687784755e+10,2.787759227e+11,5.826765783e+11,9.686026813e+11,1.402119258e+12,1.848401330e+12,2.275599450e+12,2.657231045e+12,2.973587997e+12,3.212210602e+12,3.367605633e+12,3.440411673e+12,3.436192989e+12,3.364136681e+12,3.235689791e+12,3.063379132e+12,2.859782636e+12,2.636749472e+12,2.404855054e+12,2.173072048e+12,1.948624093e+12,1.736998519e+12,1.542060507e+12,1.366246425e+12,1.210802504e+12,1.076028047e+12,9.615342305e+11,8.664682988e+11,7.897232179e+11,7.301163254e+11,6.865316086e+11,6.580362936e+11,6.439614546e+11,6.439614546e+11,6.580362936e+11,6.865316086e+11,7.301163254e+11,7.897232179e+11,8.664682988e+11,9.615342305e+11,1.076028047e+12,1.210802504e+12,1.366246425e+12,1.542060507e+12,1.736998519e+12,1.948624093e+12,2.173072048e+12,2.404855054e+12,2.636749472e+12,2.859782636e+12,3.063379132e+12,3.235689791e+12,3.364136681e+12,3.436192989e+12,3.440411673e+12,3.367605633e+12,3.212210602e+12,2.973587997e+12,2.657231045e+12,2.275599450e+12,1.848401330e+12,1.402119258e+12,9.686026813e+11,5.826765783e+11,2.787759227e+11,8.687784755e+10,2.809885491e+10,1.105679892e+11,3.262926684e+11,6.497792819e+11,1.039073935e+12,1.439635472e+12,1.791006081e+12,2.035715408e+12,2.129204740e+12,2.049091961e+12,1.801737994e+12,1.424206463e+12,9.802825728e+11,5.502756454e+11,2.157429555e+11,4.183612211e+10,6.110652006e+10,2.631080346e+11,5.934491238e+11,9.640919040e+11,1.273839092e+12,1.434746749e+12,1.397633712e+12,1.168825778e+12,8.117327626e+11,4.306503598e+11,1.398170419e+11,2.632721203e+10,1.191237632e+11,3.759688253e+11,6.953262776e+11,9.514711777e+11,1.041632002e+12,9.274682245e+11,6.531363635e+11,3.298871542e+11,9.059879322e+10
-1.856115108e-3,3.161854444e+11,6.464883261e+11,9.336695030e+11,1.056797295e+12,9.664930775e+11,7.021003407e+11,3.727691284e+11,1.122443510e+11,2.722540339e+10,1.592417812e+11,4.726146335e+11,8.701823549e+11,1.228590416e+12,1.439412257e+12,1.442266874e+12,1.240512332e+12,8.967499940e+11,5.117867459e+11,1.949658153e+11,3.499745280e+10,7.892107264e+10,3.235120087e+11,7.196029092e+11,1.186542518e+12,1.632062276e+12,1.972380500e+12,2.148211491e+12,2.133987426e+12,1.939508822e+12,1.604896817e+12,1.190865797e+12,7.668290028e+11,3.992537661e+11,1.421521715e+11,3.086380442e+10,7.947660493e+10,2.816110100e+11,6.138042778e+11,1.040527589e+12,1.519836070e+12,2.008795447e+12,2.468053778e+12,2.865166549e+12,3.176594407e+12,3.388372943e+12,3.495740310e+12,3.501952336e+12,3.416602706e+12,3.253730542e+12,3.029964947e+12,2.762822648e+12,2.469340905e+12,2.165022917e+12,1.863150076e+12,1.574406717e+12,1.306774340e+12,1.065632399e+12,8.540109537e+11,6.729354445e+11,5.218077901e+11,3.988074332e+11,3.012599808e+11,2.259752223e+11,1.695373885e+11,1.285437604e+11,9.979574682e+10,8.044661965e+10,6.810940621e+10,6.093588070e+10,5.766751027e+10,5.766751027e+10,6.093588070e+10,6.810940621e+10,8.044661965e+10,9.979574682e+10,1.285437604e+11,1.695373885e+11,2.259752223e+11,3.012599808e+11,3.988074332e+11,5.218077901e+11,6.729354445e+11,8.540109537e+11,1.065632399e+12,1.306774340e+12,1.574406717e+12,1.863150076e+12,2.165022917e+12,2.469340905e+12,2.762822648e+12,3.029964947e+12,3.253730542e+12,3.416602706e+12,3.501952336e+12,3.495740310e+12,3.388372943e+12,3.176594407e+12,2.865166549e+12,2.468053778e+12,2.008795447e+12,1.519836070e+12,1.040527589e+12,6.138042778e+11,2.816110100e+11,7.947660493e+10,3.086380442e+10,1.421521715e+11,3.992537661e+11,7.668290028e+11,1.190865797e+12,1.604896817e+12,1.939508822e+12,2.133987426e+12,2.148211491e+12,1.972380500e+12,1.632062276e+12,1.186542518e+12,7.196029092e+11,3.235120087e+11,7.892107264e+10,3.499745280e+10,1.949658153e+11,5.117867459e+11,8.967499940e+11,1.240512332e+12,1.442266874e+12,1.439412257e+12,1.228590416e+12,8.701823549e+11,4.726146335e+11,1.592417812e+11,2.722540339e+10,1.122443510e+11,3.727691284e+11,7.021003407e+11,9.664930775e+11,1.056797295e+12,9.336695030e+11,6.464883261e+11,3.161854444e+11
-1.827338129e-3,6.315875369e+11,9.324865126e+11,1.070976467e+12,9.871852831e+11,7.186419548e+11,3.793467146e+11,1.112759665e+11,2.787774054e+10,1.721286164e+11,5.035064033e+11,9.158701875e+11,1.276920726e+12,1.473569227e+12,1.447572931e+12,1.211013399e+12,8.390152684e+11,4.444262564e+11,1.439174984e+11,2.607145165e+10,1.299173540e+11,4.382624317e+11,8.856367923e+11,1.376978076e+12,1.811169673e+12,2.103372939e+12,2.201364201e+12,2.093273186e+12,1.806403109e+12,1.398727770e+12,9.458435359e+11,5.265324114e+11,2.097229169e+11,4.487095910e+10,5.675737088e+10,2.447604613e+11,5.859062579e+11,1.040540631e+12,1.559318888e+12,2.090280026e+12,2.585054937e+12,3.003562328e+12,3.316923236e+12,3.508625474e+12,3.574142075e+12,3.519418466e+12,3.358611472e+12,3.111501169e+12,2.800916365e+12,2.450420138e+12,2.082409415e+12,1.716719845e+12,1.369745261e+12,1.053996745e+12,7.780596449e+11,5.468400189e+11,3.620029071e+11,2.225329275e+11,1.253339546e+11,6.581668250e+10,3.843719987e+10,3.716307763e+10,5.585535386e+10,8.856502272e+10,1.297527357e+11,1.744381706e+11,2.182956810e+11,2.577056399e+11,2.897768940e+11,3.123506708e+11,3.239942554e+11,3.239942554e+11,3.123506708e+11,2.897768940e+11,2.577056399e+11,2.182956810e+11,1.744381706e+11,1.297527357e+11,8.856502272e+10,5.585535386e+10,3.716307763e+10,3.843719987e+10,6.581668250e+10,1.253339546e+11,2.225329275e+11,3.620029071e+11,5.468400189e+11,7.780596449e+11,1.053996745e+12,1.369745261e+12,1.716719845e+12,2.082409415e+12,2.450420138e+12,2.800916365e+12,3.111501169e+12,3.358611472e+12,3.519418466e+12,3.574142075e+12,3.508625474e+12,3.316923236e+12,3.003562328e+12,2.585054937e+12,2.090280026e+12,1.559318888e+12,1.040540631e+12,5.859062579e+11,2.447604613e+11,5.675737088e+10,4.487095910e+10,2.097229169e+11,5.265324114e+11,9.458435359e+11,1.398727770e+12,1.806403109e+12,2.093273186e+12,2.201364201e+12,2.103372939e+12,1.811169673e+12,1.376978076e+12,8.856367923e+11,4.382624317e+11,1.299173540e+11,2.607145165e+10,1.439174984e+11,4.444262564e+11,8.390152684e+11,1.211013399e+12,1.447572931e+12,1.473569227e+12,1.276920726e+12,9.158701875e+11,5.035064033e+11,1.721286164e+11,2.787774054e+10,1.112759665e+11,3.793467146e+11,7.186419548e+11,9.871852831e+11,1.070976467e+12,9.324865126e+11,6.315875369e+11
-1.798561151e-3,9.260375081e+11,1.083110916e+12,1.013183283e+12,7.452430828e+11,3.961820611e+11,1.162996040e+11,2.764391629e+10,1.772701778e+11,5.221311775e+11,9.483632640e+11,1.314706031e+12,1.502410572e+12,1.453909344e+12,1.188596941e+12,7.930407813e+11,3.914400727e+11,1.074108334e+11,2.921848013e+10,1.878509158e+11,5.523636879e+11,1.041598710e+12,1.547208884e+12,1.960866218e+12,2.198632792e+12,2.217292857e+12,2.020166205e+12,1.652683309e+12,1.190129828e+12,7.212177818e+11,3.312500408e+11,8.806988186e+10,3.284529562e+10,1.764562371e+11,5.011267912e+11,9.661190636e+11,1.515881759e+12,2.088987394e+12,2.626428600e+12,3.078250299e+12,3.407942255e+12,3.594495197e+12,3.632307634e+12,3.529438396e+12,3.304720695e+12,2.984334066e+12,2.598315753e+12,2.177394672e+12,1.750396961e+12,1.342350557e+12,9.733075763e+11,6.578233672e+11,4.049800724e+11,2.188248515e+11,9.907855360e+10,4.199414170e+10,4.125408870e+10,8.882946048e+10,1.757450895e+11,2.927198208e+11,4.306655969e+11,5.810529894e+11,7.361514701e+11,8.891647263e+11,1.034281746e+12,1.166659551e+12,1.282375418e+12,1.378345550e+12,1.452235031e+12,1.502380556e+12,1.527714021e+12,1.527714021e+12,1.502380556e+12,1.452235031e+12,1.378345550e+12,1.282375418e+12,1.166659551e+12,1.034281746e+12,8.891647263e+11,7.361514701e+11,5.810529894e+11,4.306655969e+11,2.927198208e+11,1.757450895e+11,8.882946048e+10,4.125408870e+10,4.199414170e+10,9.907855360e+10,2.188248515e+11,4.049800724e+11,6.578233672e+11,9.733075763e+11,1.342350557e+12,1.750396961e+12,2.177394672e+12,2.598315753e+12,2.984334066e+12,3.304720695e+12,3.529438396e+12,3.632307634e+12,3.594495197e+12,3.407942255e+12,3.078250299e+12,2.626428600e+12,2.088987394e+12,1.515881759e+12,9.661190636e+11,5.011267912e+11,1.764562371e+11,3.284529562e+10,8.806988186e+10,3.312500408e+11,7.212177818e+11,1.190129828e+12,1.652683309e+12,2.020166205e+12,2.217292857e+12,2.198632792e+12,1.960866218e+12,1.547208884e+12,1.041598710e+12,5.523636879e+11,1.878509158e+11,2.921848013e+10,1.074108334e+11,3.914400727e+11,7.930407813e+11,1.188596941e+12,1.453909344e+12,1.502410572e+12,1.314706031e+12,9.483632640e+11,5.221311775e+11,1.772701778e+11,2.764391629e+10,1.162996040e+11,3.961820611e+11,7.452430828e+11,1.013183283e+12,1.083110916e+12,9.260375081e+11
-1.769784173e-3,1.095266337e+12,1.043507118e+12,7.819210260e+11,4.239297413e+11,1.279417958e+11,2.658348851e+10,1.740662702e+11,5.276316467e+11,9.672169882e+11,1.346470543e+12,1.527655563e+12,1.463793746e+12,1.175739826e+12,7.602374574e+11,3.523128525e+11,8.260843110e+10,3.950232371e+10,2.465229046e+11,6.596358963e+11,1.182782980e+12,1.695335973e+12,2.083009069e+12,2.264154767e+12,2.205835330e+12,1.927389250e+12,1.492401390e+12,9.925123113e+11,5.275496940e+11,1.865074934e+11,3.287484826e+10,9.633342259e+10,3.712715981e+11,8.212330578e+11,1.387554406e+12,2.000075227e+12,2.587908637e+12,3.088650863e+12,3.455019909e+12,3.658447323e+12,3.689812591e+12,3.557719015e+12,3.285061468e+12,2.904643863e+12,2.454562275e+12,1.973917843e+12,1.499243348e+12,1.061886624e+12,6.863805481e+11,3.897481298e+11,1.815832658e+11,6.472452915e+10,3.631486566e+10,8.906395648e+10,2.125540229e+11,3.944746516e+11,6.216988754e+11,8.811631739e+11,1.160531411e+12,1.448647197e+12,1.735802749e+12,2.013843948e+12,2.276160438e+12,2.517577236e+12,2.734191280e+12,2.923179803e+12,3.082590355e+12,3.211135025e+12,3.308028428e+12,3.372812861e+12,3.405253706e+12,3.405253706e+12,3.372812861e+12,3.308028428e+12,3.211135025e+12,3.082590355e+12,2.923179803e+12,2.734191280e+12,2.517577236e+12,2.276160438e+12,2.013843948e+12,1.735802749e+12,1.448647197e+12,1.160531411e+12,8.811631739e+11,6.216988754e+11,3.944746516e+11,2.125540229e+11,8.906395648e+10,3.631486566e+10,6.472452915e+10,1.815832658e+11,3.897481298e+11,6.863805481e+11,1.061886624e+12,1.499243348e+12,1.973917843e+12,2.454562275e+12,2.904643863e+12,3.285061468e+12,3.557719015e+12,3.689812591e+12,3.658447323e+12,3.455019909e+12,3.088650863e+12,2.587908637e+12,2.000075227e+12,1.387554406e+12,8.212330578e+11,3.712715981e+11,9.633342259e+10,3.287484826e+10,1.865074934e+11,5.275496940e+11,9.925123113e+11,1.492401390e+12,1.927389250e+12,2.205835330e+12,2.264154767e+12,2.083009069e+12,1.695335973e+12,1.182782980e+12,6.596358963e+11,2.465229046e+11,3.950232371e+10,8.260843110e+10,3.523128525e+11,7.602374574e+11,1.175739826e+12,1.463793746e+12,1.527655563e+12,1.346470543e+12,9.672169882e+11,5.276316467e+11,1.740662702e+11,2.658348851e+10,1.279417958e+11,4.239297413e+11,7.819210260e+11,1.043507118e+12,1.095266337e+12
