": Intensity [ph/s/.1%bw/mm²] vs Horizontal Position [m] and Vertical Position [m]. The Horizontal Positions are given in the first column, Vertical Positions in the first row.",-1.281284593e-3,-1.260946742e-3,-1.240608892e-3,-1.220271041e-3,-1.199933190e-3,-1.179595340e-3,-1.159257489e-3,-1.138919638e-3,-1.118581788e-3,-1.098243937e-3,-1.077906086e-3,-1.057568236e-3,-1.037230385e-3,-1.016892534e-3,-9.965546835e-4,-9.762168329e-4,-9.558789822e-4,-9.355411315e-4,-9.152032808e-4,-8.948654301e-4,-8.745275794e-4,-8.541897288e-4,-8.338518781e-4,-8.135140274e-4,-7.931761767e-4,-7.728383260e-4,-7.525004753e-4,-7.321626246e-4,-7.118247740e-4,-6.914869233e-4,-6.711490726e-4,-6.508112219e-4,-6.304733712e-4,-6.101355205e-4,-5.897976699e-4,-5.694598192e-4,-5.491219685e-4,-5.287841178e-4,-5.084462671e-4,-4.881084164e-4,-4.677705657e-4,-4.474327151e-4,-4.270948644e-4,-4.067570137e-4,-3.864191630e-4,-3.660813123e-4,-3.457434616e-4,-3.254056110e-4,-3.050677603e-4,-2.847299096e-4,-2.643920589e-4,-2.440542082e-4,-2.237163575e-4,-2.033785068e-4,-1.830406562e-4,-1.627028055e-4,-1.423649548e-4,-1.220271041e-4,-1.016892534e-4,-8.135140274e-5,-6.101355205e-5,-4.067570137e-5,-2.033785068e-5,-2.168404345e-19,2.033785068e-5,4.067570137e-5,6.101355205e-5,8.135140274e-5,1.016892534e-4,1.220271041e-4,1.423649548e-4,1.627028055e-4,1.830406562e-4,2.033785068e-4,2.237163575e-4,2.440542082e-4,2.643920589e-4,2.847299096e-4,3.050677603e-4,3.254056110e-4,3.457434616e-4,3.660813123e-4,3.864191630e-4,4.067570137e-4,4.270948644e-4,4.474327151e-4,4.677705657e-4,4.881084164e-4,5.084462671e-4,5.287841178e-4,5.491219685e-4,5.694598192e-4,5.897976699e-4,6.101355205e-4,6.304733712e-4,6.508112219e-4,6.711490726e-4,6.914869233e-4,7.118247740e-4,7.321626246e-4,7.525004753e-4,7.728383260e-4,7.931761767e-4,8.135140274e-4,8.338518781e-4,8.541897288e-4,8.745275794e-4,8.948654301e-4,9.152032808e-4,9.355411315e-4,9.558789822e-4,9.762168329e-4,9.965546835e-4,1.016892534e-3,1.037230385e-3,1.057568236e-3,1.077906086e-3,1.098243937e-3,1.118581788e-3,1.138919638e-3,1.159257489e-3,1.179595340e-3,1.199933190e-3,1.220271041e-3,1.240608892e-3,1.260946742e-3
-1.391493781e-3,1.471752602e+10,3.380462387e+10,5.634866381e+10,7.721880781e+10,9.132668518e+10,9.501977805e+10,8.715286118e+10,6.951497728e+10,4.646970163e+10,2.388764672e+10,7.660221440e+9,2.202874624e+9,9.356955648e+9,2.797917594e+10,5.430529229e+10,8.295460045e+10,1.082714194e+11,1.256274166e+11,1.323509105e+11,1.280836403e+11,1.145454428e+11,9.484837683e+10,7.260915302e+10,5.111852237e+10,3.276768256e+10,1.882090086e+10,9.507788800e+9,4.328233472e+9,2.430851584e+9,2.946876416e+9,5.211585536e+9,8.861390848e+9,1.383319142e+10,2.030446182e+10,2.860233318e+10,3.909167514e+10,5.204135936e+10,6.747198669e+10,8.500769587e+10,1.037737492e+11,1.223910687e+11,1.391035351e+11,1.520388342e+11,1.595564687e+11,1.605980652e+11,1.549413581e+11,1.432785224e+11,1.270891479e+11,1.083395850e+11,8.909223526e+10,7.113483878e+10,5.572335206e+10,4.349277798e+10,3.452842803e+10,2.854235750e+10,2.507441766e+10,2.364532736e+10,2.382394368e+10,2.521420800e+10,2.740278477e+10,2.991982592e+10,3.225094963e+10,3.390835098e+10,3.453419520e+10,3.399194419e+10,3.240414618e+10,3.011933184e+10,2.762245325e+10,2.542976000e+10,2.401311949e+10,2.378262528e+10,2.512375398e+10,2.845229056e+10,3.423489229e+10,4.293185946e+10,5.485212058e+10,6.995405210e+10,8.766312448e+10,1.067860869e+11,1.255833518e+11,1.420091064e+11,1.540748575e+11,1.602417132e+11,1.597341696e+11,1.526870835e+11,1.400873615e+11,1.235355648e+11,1.049020006e+11,8.597441741e+10,6.818546074e+10,5.247024333e+10,3.925732557e+10,2.856110490e+10,2.012546048e+10,1.357570867e+10,8.555443200e+9,4.843276288e+9,2.450272256e+9,1.688885760e+9,3.185522944e+9,7.797467136e+9,1.640446054e+10,2.958197350e+10,4.721866752e+10,6.819339878e+10,9.025125581e+10,1.101929349e+11,1.244137636e+11,1.297147003e+11,1.241961595e+11,1.079763272e+11,8.348141978e+10,5.515203789e+10,2.856752128e+10,9.171081216e+9,9.197762560e+8,5.235288064e+9,2.057040282e+10,4.274359501e+10,6.597633638e+10,8.436183859e+10,9.336317542e+10,9.092937318e+10,7.792621158e+10,5.778104320e+10,3.546566246e+10
-1.375681352e-3,2.272049971e+10,4.231807386e+10,6.258235802e+10,7.871194726e+10,8.656560947e+10,8.386306048e+10,7.095892378e+10,5.093631181e+10,2.895305523e+10,1.098820403e+10,2.318635776e+9,6.140533760e+9,2.271739904e+10,4.928690586e+10,8.074321101e+10,1.108939162e+11,1.339371684e+11,1.457607311e+11,1.447382876e+11,1.318592102e+11,1.102266040e+11,8.412370534e+10,5.794485043e+10,3.528066253e+10,1.836211405e+10,7.934933504e+9,3.504772864e+9,3.804666368e+9,7.309913600e+9,1.265697075e+10,1.889011302e+10,2.553106227e+10,3.251684762e+10,4.006852198e+10,4.854070067e+10,5.827781018e+10,6.948074291e+10,8.208418406e+10,9.565493658e+10,1.093390500e+11,1.218945843e+11,1.318347653e+11,1.376785531e+11,1.382617088e+11,1.330301256e+11,1.222267372e+11,1.069042483e+11,8.874504192e+10,6.973043507e+10,5.174749594e+10,3.624474214e+10,2.402642739e+10,1.523009843e+10,9.469254656e+9,6.073217024e+9,4.333535744e+9,3.678297344e+9,3.735040512e+9,4.291466240e+9,5.201673728e+9,6.298724864e+9,7.359773696e+9,8.136710656e+9,8.429709312e+9,8.160187392e+9,7.402146304e+9,6.354206208e+9,5.267510272e+9,4.369359360e+9,3.827159808e+9,3.777946880e+9,4.413879296e+9,6.079726592e+9,9.321368576e+9,1.483485491e+10,2.330226688e+10,3.514907034e+10,5.029894963e+10,6.801747558e+10,8.691598131e+10,1.051395113e+11,1.207011820e+11,1.318747996e+11,1.375366676e+11,1.373636035e+11,1.318398198e+11,1.220859249e+11,1.095722435e+11,9.580621824e+10,8.207264973e+10,6.927713894e+10,5.790121165e+10,4.804576870e+10,3.952728474e+10,3.199829402e+10,2.508036301e+10,1.850939187e+10,1.228978586e+10,6.833888768e+9,3.037428480e+9,2.227866880e+9,5.936594944e+9,1.549357670e+10,3.151396454e+10,5.341505946e+10,7.913873408e+10,1.052334490e+11,1.273668895e+11,1.412111073e+11,1.435070300e+11,1.330244403e+11,1.111161324e+11,8.165550490e+10,5.030277939e+10,2.324667187e+10,5.732408320e+9,7.718332800e+8,8.397996032e+9,2.568233370e+10,4.751905178e+10,6.796279398e+10,8.174904934e+10,8.558151270e+10,7.884620595e+10,6.358629581e+10,4.378600653e+10
-1.359868923e-3,3.040885760e+10,4.852235059e+10,6.477398016e+10,7.511550362e+10,7.665016832e+10,6.856615117e+10,5.257996288e+10,3.271421133e+10,1.441656218e+10,3.221302016e+9,3.302694400e+9,1.631745536e+10,4.086693069e+10,7.274138010e+10,1.058891530e+11,1.338503004e+11,1.512671805e+11,1.550734623e+11,1.450668032e+11,1.237555773e+11,9.557538406e+10,6.573294797e+10,3.901297459e+10,1.885259776e+10,6.877727744e+9,2.941232128e+9,5.560435200e+9,1.256232448e+10,2.172708659e+10,3.126840730e+10,4.007389594e+10,4.771593830e+10,5.430330163e+10,6.026229760e+10,6.612133888e+10,7.233613824e+10,7.916281856e+10,8.656991846e+10,9.418635674e+10,1.012957102e+11,1.069002424e+11,1.098692690e+11,1.091666821e+11,1.041135862e+11,9.461830451e+10,8.129492582e+10,6.541620838e+10,4.869368627e+10,3.293351526e+10,1.966080000e+10,9.820041216e+9,3.635626240e+9,6.652442880e+8,1.617341100e+7,6.445744000e+8,1.638453888e+9,2.401526528e+9,2.699556608e+9,2.583978752e+9,2.248617472e+9,1.889214080e+9,1.619587328e+9,1.462254208e+9,1.393360896e+9,1.398647680e+9,1.498829952e+9,1.726527872e+9,2.070114816e+9,2.424966400e+9,2.596514304e+9,2.378224896e+9,1.690131968e+9,7.264648320e+8,4.263963200e+7,5.227876160e+8,3.208284416e+9,9.020692480e+9,1.845888614e+10,3.136987546e+10,4.687681126e+10,6.349991117e+10,7.944381235e+10,9.297055744e+10,1.027522068e+11,1.081062769e+11,1.090610627e+11,1.062516163e+11,1.006984397e+11,9.354357965e+10,8.581700813e+10,7.827786957e+10,7.134076928e+10,6.507334042e+10,5.924291379e+10,5.340024013e+10,4.700268954e+10,3.958611968e+10,3.098052608e+10,2.153428582e+10,1.227621786e+10,4.925724672e+9,1.677145472e+9,4.740413440e+9,1.570639974e+10,3.489170227e+10,6.087043072e+10,9.038977434e+10,1.187829842e+11,1.408544932e+11,1.520573481e+11,1.496639242e+11,1.335971594e+11,1.066489201e+11,7.397701222e+10,4.196719821e+10,1.674298675e+10,2.712932352e+9,1.549738368e+9,1.187511296e+10,2.972766208e+10,4.967042253e+10,6.622031053e+10,7.520465715e+10,7.468861030e+10,6.525773824e+10,4.963062170e+10
-1.344056493e-3,3.664269312e+10,5.154116813e+10,6.262164685e+10,6.690827469e+10,6.288602726e+10,5.112368333e+10,3.439209267e+10,1.718061261e+10,4.682222080e+9,1.483015680e+9,1.030011392e+10,3.112438374e+10,6.103023206e+10,9.473728512e+10,1.257975235e+11,1.481028239e+11,1.573140562e+11,1.518367703e+11,1.330990776e+11,1.050885816e+11,7.330604646e+10,4.344620237e+10,2.016291840e+10,6.222566400e+9,2.210252544e+9,6.785882112e+9,1.733773722e+10,3.079940301e+10,4.439289446e+10,5.612781978e+10,6.499041280e+10,7.085672858e+10,7.423031706e+10,7.592328397e+10,7.677405594e+10,7.744964198e+10,7.833586893e+10,7.949471744e+10,8.066803302e+10,8.131982131e+10,8.072606515e+10,7.812072243e+10,7.289016320e+10,6.478141850e+10,5.406527898e+10,4.159018598e+10,2.868541235e+10,1.691550003e+10,7.740579840e+9,2.175400448e+9,5.492055040e+8,2.441410048e+9,6.813619712e+9,1.229550694e+10,1.753413427e+10,2.150064742e+10,2.366995456e+10,2.403820544e+10,2.300007219e+10,2.115100877e+10,1.909268070e+10,1.730229248e+10,1.608743219e+10,1.560674304e+10,1.591225446e+10,1.697019392e+10,1.864174387e+10,2.063958835e+10,2.250245325e+10,2.363302502e+10,2.342177178e+10,2.143921562e+10,1.763820134e+10,1.248805990e+10,6.972732928e+9,2.425588736e+9,2.310755360e+8,1.473986048e+9,6.642304000e+9,1.547731354e+10,2.701908378e+10,3.983278899e+10,5.234499584e+10,6.318877901e+10,7.146222387e+10,7.684100096e+10,7.953809408e+10,8.014854554e+10,7.944210022e+10,7.816480358e+10,7.688608154e+10,7.590233702e+10,7.518878925e+10,7.439099494e+10,7.286188442e+10,6.976397312e+10,6.425987072e+10,5.578888806e+10,4.438786048e+10,3.096529715e+10,1.741095117e+10,6.436745728e+9,1.106413184e+9,4.110259712e+9,1.694639002e+10,3.924151501e+10,6.844920218e+10,1.000879309e+11,1.285383700e+11,1.482488381e+11,1.550577500e+11,1.472754811e+11,1.262092288e+11,9.595458355e+10,6.248030208e+10,3.223213875e+10,1.062243123e+10,8.052532480e+8,3.053989888e+9,1.488433357e+10,3.185679565e+10,4.881016422e+10,6.117457510e+10,6.601760768e+10,6.257575526e+10,5.218653389e+10
-1.328244064e-3,4.050799411e+10,5.094651494e+10,5.641180365e+10,5.517225574e+10,4.705338982e+10,3.374499840e+10,1.863784038e+10,6.162807808e+9,7.505004160e+8,5.658049536e+9,2.197857280e+10,4.812906906e+10,8.000033587e+10,1.117767516e+11,1.372429926e+11,1.512467988e+11,1.509352243e+11,1.364311982e+11,1.107778601e+11,7.917363200e+10,4.772063642e+10,2.202879590e+10,6.040563712e+9,1.355827840e+9,7.177780224e+9,2.082176819e+10,3.858422989e+10,5.669987123e+10,7.213251789e+10,8.303457894e+10,8.883005850e+10,8.998926746e+10,8.763003699e+10,8.309261107e+10,7.759985869e+10,7.205261312e+10,6.695638630e+10,6.243977216e+10,5.832330854e+10,5.421277184e+10,4.961202176e+10,4.405926298e+10,3.728266854e+10,2.934930842e+10,2.076241715e+10,1.245710029e+10,5.664850944e+9,1.657462528e+9,1.427337856e+9,5.394675200e+9,1.323577344e+10,2.389653914e+10,3.579896627e+10,4.718662042e+10,5.650996429e+10,6.274137293e+10,6.553630310e+10,6.521090458e+10,6.256730931e+10,5.864002355e+10,5.445133926e+10,5.084059648e+10,4.839146291e+10,4.743582925e+10,4.808807629e+10,5.026341274e+10,5.366060646e+10,5.772632064e+10,6.164538163e+10,6.440535245e+10,6.495910298e+10,6.246658458e+10,5.655204659e+10,4.749102694e+10,3.624924365e+10,2.433799782e+10,1.350992282e+10,5.374776320e+9,1.044887552e+9,9.122321280e+8,4.616478208e+9,1.120202138e+10,1.940423066e+10,2.797168230e+10,3.593213952e+10,4.274097357e+10,4.829695181e+10,5.285220762e+10,5.686526771e+10,6.084382310e+10,6.520525619e+10,7.016063795e+10,7.561943450e+10,8.111688090e+10,8.578894234e+10,8.843581850e+10,8.771281715e+10,8.245920563e+10,7.211890278e+10,5.714765824e+10,3.926073344e+10,2.138349158e+10,7.228364288e+9,5.315568640e+8,4.104468224e+9,1.894753075e+10,4.369986355e+10,7.463653376e+10,1.062867272e+11,1.325683671e+11,1.481726034e+11,1.498376110e+11,1.371653325e+11,1.127437517e+11,8.153382912e+10,4.967788544e+10,2.304805069e+10,5.918878208e+9,9.985460000e+7,4.726157312e+9,1.671612314e+10,3.172550451e+10,4.531044352e+10,5.398328934e+10,5.590719283e+10,5.110055731e+10
-1.312431635e-3,4.143911731e+10,4.681318810e+10,4.697507840e+10,4.143871181e+10,3.115692646e+10,1.854664090e+10,7.118744576e+9,7.425848320e+8,2.688319488e+9,1.468214272e+10,3.624120320e+10,6.451039437e+10,9.470379622e+10,1.210909327e+11,1.383060111e+11,1.426501796e+11,1.330379735e+11,1.113247744e+11,8.191403622e+10,5.074231706e+10,2.390811443e+10,6.307939328e+9,6.256175360e+8,6.912473600e+9,2.282066944e+10,4.437198029e+10,6.701148570e+10,8.664681677e+10,1.004163482e+11,1.070389903e+11,1.067363041e+11,1.008338125e+11,9.121411072e+10,7.979414323e+10,6.814871552e+10,5.732757504e+10,4.784427418e+10,3.977593651e+10,3.290920960e+10,2.688706765e+10,2.134160794e+10,1.601430221e+10,1.086653952e+10,6.166879232e+9,2.524981248e+9,8.366592000e+8,2.121553024e+9,7.269729792e+9,1.675442790e+10,3.039591219e+10,4.726094643e+10,6.575016755e+10,8.386870477e+10,9.961652224e+10,1.113923092e+11,1.183006065e+11,1.202810962e+11,1.180387492e+11,1.128147763e+11,1.060817797e+11,9.925763072e+10,9.350612582e+10,8.964890624e+10,8.816291840e+10,8.921399296e+10,9.267505562e+10,9.810916147e+10,1.047344333e+11,1.114200801e+11,1.167654257e+11,1.192896594e+11,1.177139773e+11,1.112691098e+11,9.993607578e+10,8.453364122e+10,6.660645683e+10,4.813161267e+10,3.111824384e+10,1.721073459e+10,7.403823616e+9,1.937744384e+9,3.838720320e+8,1.872822144e+9,5.381672960e+9,9.993914368e+9,1.507147981e+10,2.031861146e+10,2.575388672e+10,3.162543923e+10,3.830100787e+10,4.614808781e+10,5.540291789e+10,6.602489446e+10,7.755013325e+10,8.898523955e+10,9.880566170e+10,1.051200471e+11,1.060285399e+11,1.001338634e+11,8.709061018e+10,6.802380390e+10,4.564166246e+10,2.392803942e+10,7.412034560e+9,1.485695680e+8,4.658850304e+9,2.112803226e+10,4.711781990e+10,7.792574464e+10,1.075454280e+11,1.300052705e+11,1.407461949e+11,1.376755057e+11,1.216172360e+11,9.604877517e+10,6.620372992e+10,3.779527475e+10,1.570150707e+10,2.947665152e+9,2.167782720e+8,5.963229696e+9,1.703887258e+10,2.961809408e+10,4.015713485e+10,4.614893568e+10,4.652250317e+10
-1.296619205e-3,3.929267814e+10,3.970639462e+10,3.557179392e+10,2.747935130e+10,1.715530342e+10,7.271747072e+9,9.665650560e+8,1.138972544e+9,9.668050944e+9,2.675639910e+10,5.060336435e+10,7.755200102e+10,1.027383460e+11,1.211321549e+11,1.287299809e+11,1.235952599e+11,1.064547615e+11,8.066359296e+10,5.151833702e+10,2.507442586e+10,6.767875072e+9,1.958460800e+8,6.366410752e+9,2.359406182e+10,4.803657318e+10,7.469674496e+10,9.859949363e+10,1.158332989e+11,1.242121421e+11,1.234464113e+11,1.148566815e+11,1.007827272e+11,8.389436211e+10,6.659679437e+10,5.065456845e+10,3.706690765e+10,2.615121306e+10,1.774557594e+10,1.144138035e+10,6.784100352e+9,3.419259392e+9,1.188446976e+9,1.878952800e+8,7.916892160e+8,3.625270016e+9,9.467824128e+9,1.907390669e+10,3.293395558e+10,5.102791066e+10,7.264901530e+10,9.637154816e+10,1.202022973e+11,1.419000873e+11,1.593924485e+11,1.711803761e+11,1.766209290e+11,1.760149668e+11,1.704854651e+11,1.616973988e+11,1.515110072e+11,1.416672707e+11,1.335760568e+11,1.282266890e+11,1.261931561e+11,1.276743352e+11,1.325154959e+11,1.401891062e+11,1.497527583e+11,1.598379459e+11,1.687294116e+11,1.745658675e+11,1.756486369e+11,1.707903386e+11,1.596051292e+11,1.426476728e+11,1.213448765e+11,9.772772557e+10,7.403332403e+10,5.228450202e+10,3.395823206e+10,1.981846733e+10,9.934141440e+9,3.846095360e+9,8.112103680e+8,4.527739200e+7,9.074653440e+8,3.003851776e+9,6.217946624e+9,1.068987085e+10,1.676016845e+10,2.487805952e+10,3.546169344e+10,4.870392218e+10,6.434273690e+10,8.145387520e+10,9.835324211e+10,1.126982779e+11,1.218389770e+11,1.233920082e+11,1.159249265e+11,9.956083302e+10,7.629873971e+10,4.988847309e+10,2.521429402e+10,7.285721600e+9,6.725648000e+7,5.454469632e+9,2.269005824e+10,4.840844493e+10,7.732939981e+10,1.034401300e+11,1.213649060e+11,1.275701166e+11,1.210977812e+11,1.036571935e+11,7.908097229e+10,5.231890022e+10,2.825373901e+10,1.064518963e+10,1.446665088e+9,6.177599360e+8,6.414132224e+9,1.601924096e+10,2.631713997e+10,3.460331110e+10,3.908152525e+10
-1.280806776e-3,3.436555878e+10,3.060593254e+10,2.372444570e+10,1.507314893e+10,6.707708928e+9,1.073866752e+9,5.211968640e+8,6.724281344e+9,2.014202675e+10,3.966976000e+10,6.262056960e+10,8.510611456e+10,1.027872031e+11,1.118505615e+11,1.099825971e+11,9.707837850e+10,7.546747290e+10,4.955074150e+10,2.489784320e+10,7.008902144e+9,4.631670400e+7,5.864850432e+9,2.359192986e+10,4.986360218e+10,7.964280422e+10,1.073918853e+11,1.282861793e+11,1.391631729e+11,1.389954826e+11,1.288228946e+11,1.112302060e+11,8.956701901e+10,6.714531840e+10,4.661806285e+10,2.965171814e+10,1.690516173e+10,8.239501312e+9,3.041186048e+9,5.450339200e+8,8.211723200e+7,1.227019008e+9,3.856873216e+9,8.149219328e+9,1.453803315e+10,2.363000218e+10,3.607202611e+10,5.236684800e+10,7.265629798e+10,9.652077363e+10,1.228621087e+11,1.499315241e+11,1.755310162e+11,1.973639578e+11,2.134582395e+11,2.225536532e+11,2.243472261e+11,2.195321651e+11,2.096254976e+11,1.966450115e+11,1.827342090e+11,1.698365276e+11,1.594888192e+11,1.527492936e+11,1.502216520e+11,1.521128735e+11,1.582607073e+11,1.681093755e+11,1.806518190e+11,1.943991419e+11,2.074420347e+11,2.176453509e+11,2.229653668e+11,2.218247291e+11,2.134449193e+11,1.980345549e+11,1.767702036e+11,1.515668931e+11,1.247002214e+11,9.838153728e+10,7.439880192e+10,5.390144307e+10,3.735889510e+10,2.466837709e+10,1.535126528e+10,8.770095104e+9,4.315587072e+9,1.541533440e+9,2.500691360e+8,5.371731200e+8,2.798503936e+9,7.677854208e+9,1.593111245e+10,2.819043328e+10,4.464924672e+10,6.473758310e+10,8.689804083e+10,1.085810606e+11,1.265396449e+11,1.374229791e+11,1.385630433e+11,1.287615775e+11,1.088410665e+11,8.175904358e+10,5.218669773e+10,2.560239616e+10,7.098370560e+9,1.996032800e+8,6.009239552e+9,2.291797606e+10,4.696537088e+10,7.276383437e+10,9.474409267e+10,1.084001812e+11,1.112233492e+11,1.031120814e+11,8.619511808e+10,6.416107520e+10,4.130428518e+10,2.154668646e+10,7.668609024e+9,8.987123840e+8,9.021758720e+8,6.103836160e+9,1.421433958e+10,2.280548147e+10,2.980204749e+10
-1.264994347e-3,2.735720243e+10,2.077979853e+10,1.302184755e+10,5.780495872e+9,9.708176640e+8,3.910542720e+8,5.326077952e+9,1.616306893e+10,3.211787059e+10,5.117230285e+10,7.029426586e+10,8.595015270e+10,9.484037325e+10,9.470736794e+10,8.501632205e+10,6.730593485e+10,4.507083571e+10,2.314402406e+10,6.688595456e+9,2.361416000e+7,5.577232384e+9,2.324439245e+10,5.033081242e+10,8.211233997e+10,1.128731689e+11,1.371575009e+11,1.509160223e+11,1.522679972e+11,1.417132278e+11,1.217893499e+11,9.631300813e+10,6.944131482e+10,4.480949862e+10,2.494228070e+10,1.103359795e+10,3.072775680e+9,2.074094400e+8,1.194802048e+9,4.808262656e+9,1.011533722e+10,1.660645478e+10,2.419965952e+10,3.316666573e+10,4.401838490e+10,5.736792474e+10,7.377140122e+10,9.354755277e+10,1.165912883e+11,1.422211318e+11,1.691175158e+11,1.953993523e+11,2.188593725e+11,2.373257953e+11,2.490733691e+11,2.531770532e+11,2.497105428e+11,2.397338829e+11,2.250763960e+11,2.079821988e+11,1.907239977e+11,1.752861082e+11,1.631820186e+11,1.554165596e+11,1.525435761e+11,1.547479613e+11,1.618839634e+11,1.734420726e+11,1.884686254e+11,2.055017923e+11,2.225992335e+11,2.375069204e+11,2.479652536e+11,2.520936612e+11,2.487519478e+11,2.377715220e+11,2.199877386e+11,1.970578555e+11,1.711181005e+11,1.443743662e+11,1.187344220e+11,9.556131840e+10,7.558497075e+10,5.895481344e+10,4.538696090e+10,3.434815898e+10,2.523559117e+10,1.753446810e+10,1.095363379e+10,5.539877888e+9,1.755902976e+9,4.857176320e+8,2.921778944e+9,1.030473830e+10,2.353112269e+10,4.270526874e+10,6.676434944e+10,9.332505805e+10,1.188669276e+11,1.392835953e+11,1.507204137e+11,1.505092895e+11,1.379480535e+11,1.146874675e+11,8.457192243e+10,5.292829491e+10,2.545228186e+10,6.962409472e+9,3.390572480e+8,5.919769088e+9,2.150017843e+10,4.292601037e+10,6.510710784e+10,8.318287053e+10,9.354701210e+10,9.449757082e+10,8.639738675e+10,7.135939789e+10,5.259256218e+10,3.360336486e+10,1.745505075e+10,6.238456320e+9,8.308272640e+8,9.378479360e+8,5.351676928e+9,1.232630886e+10,1.997142221e+10
