Horizontal Position [m],Intensity [ph/s/.1%bw/mm²]
3.244096515e-4,3.506815894e+12
3.262522114e-4,3.360285524e+12
3.280947712e-4,3.258260390e+12
3.299373310e-4,3.166886691e+12
3.317798909e-4,3.069346578e+12
3.336224507e-4,2.940008923e+12
3.354650106e-4,2.778536346e+12
3.373075704e-4,2.582365602e+12
3.391501303e-4,2.368560431e+12
3.409926901e-4,2.148385948e+12
3.428352500e-4,1.941061501e+12
3.446778098e-4,1.757740007e+12
3.465203696e-4,1.607461241e+12
3.483629295e-4,1.491831751e+12
3.502054893e-4,1.408806289e+12
3.520480492e-4,1.351376962e+12
3.538906090e-4,1.311579570e+12
3.557331689e-4,1.279011324e+12
3.575757287e-4,1.246817419e+12
3.594182886e-4,1.208275304e+12
3.612608484e-4,1.159393313e+12
3.631034083e-4,1.098664313e+12
3.649459681e-4,1.026017460e+12
3.667885279e-4,9.440796344e+11
3.686310878e-4,8.532362527e+11
3.704736476e-4,7.595566694e+11
3.723162075e-4,6.642585436e+11
3.741587673e-4,5.722237174e+11
3.760013272e-4,4.837023089e+11
3.778438870e-4,4.036919951e+11
3.796864469e-4,3.303326679e+11
3.815290067e-4,2.667309793e+11
3.833715665e-4,2.112572457e+11
3.852141264e-4,1.658359972e+11
3.870566862e-4,1.276800123e+11
3.888992461e-4,9.813796454e+10
3.907418059e-4,7.483796685e+10
3.925843658e-4,5.816603443e+10
3.944269256e-4,4.594570445e+10
3.962694855e-4,3.870993613e+10
3.981120453e-4,3.460198810e+10
3.999546051e-4,3.381231002e+10
4.017971650e-4,3.509204582e+10
4.036397248e-4,3.868106752e+10
4.054822847e-4,4.345883853e+10
4.073248445e-4,4.985926451e+10
4.091674044e-4,5.702201754e+10
4.110099642e-4,6.530468659e+10
4.128525241e-4,7.400130150e+10
4.146950839e-4,8.379921203e+10
4.165376437e-4,9.366123315e+10
4.183802036e-4,1.045996831e+11
4.202227634e-4,1.151338824e+11
4.220653233e-4,1.269176074e+11
4.239078831e-4,1.376351683e+11
4.257504430e-4,1.494757704e+11
4.275930028e-4,1.597529784e+11
4.294355627e-4,1.707770839e+11
4.312781225e-4,1.796029317e+11
4.331206823e-4,1.883867218e+11
4.349632422e-4,1.945105859e+11
4.368058020e-4,1.999323464e+11
4.386483619e-4,2.023666647e+11
4.404909217e-4,2.038913597e+11
4.423334816e-4,2.030061814e+11
4.441760414e-4,2.019671736e+11
4.460186013e-4,1.993923461e+11
4.478611611e-4,1.988424172e+11
4.497037209e-4,1.996034867e+11
4.515462808e-4,2.047390515e+11
4.533888406e-4,2.144439009e+11
4.552314005e-4,2.321580360e+11
4.570739603e-4,2.569836954e+11
4.589165202e-4,2.902496707e+11
4.607590800e-4,3.311465923e+11
4.626016399e-4,3.785214525e+11
4.644441997e-4,4.284081111e+11
4.662867595e-4,4.781354516e+11
4.681293194e-4,5.248055706e+11
4.699718792e-4,5.621592228e+11
4.718144391e-4,5.887266652e+11
4.736569989e-4,6.031561851e+11
4.754995588e-4,6.071238001e+11
4.773421186e-4,6.017826816e+11
4.791846785e-4,5.966808351e+11
4.810272383e-4,5.958291292e+11
4.828697981e-4,6.067567329e+11
4.847123580e-4,6.331256013e+11
4.865549178e-4,6.786521498e+11
4.883974777e-4,7.351426744e+11
4.902400375e-4,7.980843663e+11
4.920825974e-4,8.534938092e+11
4.939251572e-4,8.944922132e+11
4.957677171e-4,9.101289062e+11
4.976102769e-4,9.064333967e+11
4.994528367e-4,8.863401247e+11
5.012953966e-4,8.661024113e+11
5.031379564e-4,8.550755205e+11
5.049805163e-4,8.685482803e+11
5.068230761e-4,9.045582807e+11
5.086656360e-4,9.580648202e+11
5.105081958e-4,1.010216075e+12
5.123507557e-4,1.046440706e+12
5.141933155e-4,1.049090392e+12
5.160358753e-4,1.021392650e+12
5.178784352e-4,9.761506591e+11
5.197209950e-4,9.399769498e+11
5.215635549e-4,9.293805650e+11
5.234061147e-4,9.530810040e+11
5.252486746e-4,9.943047864e+11
5.270912344e-4,1.027879928e+12
5.289337943e-4,1.028903666e+12
5.307763541e-4,9.935917548e+11
5.326189139e-4,9.358059766e+11
5.344614738e-4,8.815134638e+11
5.363040336e-4,8.585072476e+11
5.381465935e-4,8.659349668e+11
5.399891533e-4,8.906885693e+11
5.418317132e-4,8.935401718e+11
5.436742730e-4,8.663544627e+11
5.455168329e-4,8.004648305e+11
5.473593927e-4,7.392177684e+11
5.492019525e-4,6.962258903e+11
5.510445124e-4,6.967729848e+11
5.528870722e-4,7.003969290e+11
5.547296321e-4,6.900244152e+11
5.565721919e-4,6.364221276e+11
5.584147518e-4,5.647147336e+11
5.602573116e-4,5.080931697e+11
5.620998715e-4,4.837385175e+11
5.639424313e-4,4.933403279e+11
5.657849911e-4,4.829609001e+11
5.676275510e-4,4.509660611e+11
5.694701108e-4,3.837198991e+11
5.713126707e-4,3.370228122e+11
5.731552305e-4,3.174240420e+11
5.749977904e-4,3.182248264e+11
5.768403502e-4,3.017538929e+11
5.786829101e-4,2.574396293e+11
5.805254699e-4,2.037773763e+11
5.823680297e-4,1.842509087e+11
5.842105896e-4,1.807342141e+11
5.860531494e-4,1.862380257e+11
5.878957093e-4,1.655411343e+11
5.897382691e-4,1.343779717e+11
5.915808290e-4,1.467917926e+11
5.934233888e-4,1.529082839e+11
5.952659487e-4,2.007458775e+11
5.971085085e-4,1.970649989e+11
5.989510683e-4,1.965277348e+11
6.007936282e-4,2.687025971e+11
6.026361880e-4,3.077021368e+11
6.044787479e-4,4.164888494e+11
6.063213077e-4,4.606318346e+11
6.081638676e-4,4.892672000e+11
6.100064274e-4,6.859736351e+11
6.118489873e-4,8.087320658e+11
6.136915471e-4,9.024865567e+11
6.155341069e-4,1.082729169e+12
6.173766668e-4,1.170614125e+12
6.192192266e-4,1.400494227e+12
6.210617865e-4,1.692305719e+12
6.229043463e-4,1.705691841e+12
6.247469062e-4,1.851293434e+12
6.265894660e-4,2.234146357e+12
6.284320259e-4,2.354513707e+12
6.302745857e-4,2.391570383e+12
6.321171455e-4,2.654473028e+12
6.339597054e-4,2.850608120e+12
6.358022652e-4,2.890975674e+12
6.376448251e-4,3.054499529e+12
6.394873849e-4,3.198701535e+12
6.413299448e-4,3.187214647e+12
6.431725046e-4,3.235934372e+12
6.450150645e-4,3.393488421e+12
6.468576243e-4,3.393561297e+12
6.487001841e-4,3.276964102e+12
6.505427440e-4,3.260703572e+12
6.523853038e-4,3.332017488e+12
6.542278637e-4,3.301916279e+12
6.560704235e-4,3.138353103e+12
6.579129834e-4,2.943143379e+12
6.597555432e-4,2.875889025e+12
6.615981031e-4,2.938911850e+12
6.634406629e-4,2.875408253e+12
6.652832227e-4,2.518436020e+12
6.671257826e-4,2.206930305e+12
6.689683424e-4,2.231272473e+12
6.708109023e-4,2.327440261e+12
6.726534621e-4,2.149998264e+12
6.744960220e-4,1.842275942e+12
6.763385818e-4,1.616374923e+12
6.781811417e-4,1.421884916e+12
6.800237015e-4,1.333741617e+12
6.818662613e-4,1.397618508e+12
6.837088212e-4,1.413927666e+12
6.855513810e-4,1.211119960e+12
6.873939409e-4,1.010889916e+12
6.892365007e-4,8.455062159e+11
6.910790606e-4,6.530560819e+11
6.929216204e-4,5.599642911e+11
6.947641803e-4,6.042674135e+11
6.966067401e-4,6.448400302e+11
6.984492999e-4,6.641102356e+11
7.002918598e-4,7.645670277e+11
7.021344196e-4,7.934075208e+11
7.039769795e-4,7.568604529e+11
7.058195393e-4,7.802693222e+11
7.076620992e-4,7.430628311e+11
7.095046590e-4,6.462020649e+11
7.113472189e-4,6.305238221e+11
7.131897787e-4,5.563489976e+11
7.150323385e-4,4.554916168e+11
7.168748984e-4,4.294250660e+11
7.187174582e-4,3.593637396e+11
7.205600181e-4,2.813620388e+11
7.224025779e-4,2.568323072e+11
7.242451378e-4,2.153034056e+11
7.260876976e-4,1.549112771e+11
7.279302575e-4,1.479389676e+11
7.297728173e-4,1.219823616e+11
7.316153771e-4,8.807020134e+10
7.334579370e-4,7.962309427e+10
7.353004968e-4,7.616455475e+10
7.371430567e-4,4.873318400e+10
7.389856165e-4,4.605474406e+10
7.408281764e-4,4.491250074e+10
7.426707362e-4,3.365832499e+10
7.445132961e-4,2.257850368e+10
7.463558559e-4,2.893907354e+10
7.481984157e-4,2.223808307e+10
7.500409756e-4,1.368826778e+10
7.518835354e-4,1.346318848e+10
7.537260953e-4,1.543317811e+10
7.555686551e-4,1.066482790e+10
7.574112150e-4,4.860005376e+9
7.592537748e-4,9.159763968e+9
7.610963347e-4,6.843495936e+9
7.629388945e-4,4.632976896e+9
7.647814543e-4,1.969059712e+9
7.666240142e-4,4.534504448e+9
7.684665740e-4,5.415216640e+9
7.703091339e-4,9.729264000e+8
7.721516937e-4,1.622813184e+9
7.739942536e-4,1.405541632e+9
7.758368134e-4,2.650767872e+9
7.776793733e-4,2.258225664e+9
7.795219331e-4,7.496043500e+6
7.813644929e-4,1.950993024e+9
7.832070528e-4,1.482424960e+9
7.850496126e-4,4.706518080e+8
7.868921725e-4,9.073783040e+8
7.887347323e-4,7.538484800e+7
7.905772922e-4,1.568339712e+9
7.924198520e-4,2.385704960e+9
7.942624119e-4,4.436215040e+8
7.961049717e-4,1.251638720e+8
7.979475315e-4,1.900973760e+8
7.997900914e-4,1.874637120e+8
8.016326512e-4,1.620606080e+9
8.034752111e-4,1.715167616e+9
8.053177709e-4,4.320816640e+8
8.071603308e-4,1.541071520e+8
8.090028906e-4,9.393392800e+7
8.108454505e-4,1.272604880e+8
8.126880103e-4,9.563823360e+8
8.145305701e-4,1.162233216e+9
8.163731300e-4,4.359172160e+8
8.182156898e-4,7.042120000e+7
8.200582497e-4,2.348469000e+7
8.219008095e-4,8.989852000e+7
8.237433694e-4,8.071493120e+8
8.255859292e-4,1.491819008e+9
8.274284891e-4,1.124177536e+9
8.292710489e-4,3.290283840e+8
8.311136088e-4,4.956406000e+7
8.329561686e-4,9.480206400e+7
8.347987284e-4,2.359560000e+8
8.366412883e-4,6.369740160e+8
8.384838481e-4,9.413550080e+8
8.403264080e-4,6.485802880e+8
8.421689678e-4,1.260427920e+8
8.440115277e-4,1.204231440e+8
8.458540875e-4,5.980106880e+8
8.476966474e-4,9.549125120e+8
8.495392072e-4,9.162944000e+8
8.513817670e-4,6.312348800e+8
8.532243269e-4,2.876247680e+8
8.550668867e-4,3.355979600e+7
8.569094466e-4,8.300228000e+7
8.587520064e-4,4.709702080e+8
8.605945663e-4,8.387732480e+8
8.624371261e-4,7.778424960e+8
8.642796860e-4,3.290590720e+8
8.661222458e-4,7.852294000e+6
8.679648056e-4,2.064506720e+8
8.698073655e-4,7.709989760e+8
8.716499253e-4,1.166821120e+9
8.734924852e-4,1.032522304e+9
8.753350450e-4,4.989054720e+8
8.771776049e-4,6.350778400e+7
8.790201647e-4,9.859719200e+7
8.808627246e-4,5.511589120e+8
8.827052844e-4,1.013416640e+9
8.845478442e-4,1.091166464e+9
8.863904041e-4,7.196561280e+8
8.882329639e-4,2.242736480e+8
8.900755238e-4,7.791276563e+4
8.919180836e-4,2.068731040e+8
8.937606435e-4,6.237771520e+8
8.956032033e-4,8.714117120e+8
8.974457632e-4,7.268625280e+8
8.992883230e-4,3.316930880e+8
9.011308828e-4,4.202205600e+7
9.029734427e-4,8.773436800e+7
9.048160025e-4,3.853620160e+8
9.066585624e-4,6.240988800e+8
9.085011222e-4,5.839993600e+8
9.103436821e-4,3.203853440e+8
9.121862419e-4,9.277860800e+7
9.140288018e-4,1.035999440e+8
9.158713616e-4,3.056803200e+8
9.177139214e-4,4.787512320e+8
9.195564813e-4,4.512701760e+8
9.213990411e-4,2.674823680e+8
9.232416010e-4,1.249341200e+8
9.250841608e-4,1.579434880e+8
9.269267207e-4,3.141421440e+8
9.287692805e-4,4.149663360e+8
9.306118404e-4,3.533190080e+8
9.324544002e-4,2.096813760e+8
9.342969600e-4,1.501136160e+8
9.361395199e-4,2.353652800e+8
9.379820797e-4,3.555736320e+8
9.398246396e-4,3.619181120e+8
9.416671994e-4,2.533997120e+8
9.435097593e-4,1.713728480e+8
9.453523191e-4,2.177093920e+8
9.471948790e-4,3.318356480e+8
9.490374388e-4,3.673727360e+8
9.508799986e-4,2.730641920e+8
9.527225585e-4,1.676921440e+8
9.545651183e-4,1.964505120e+8
9.564076782e-4,3.368729600e+8
9.582502380e-4,4.203738240e+8
9.600927979e-4,3.452792960e+8
9.619353577e-4,1.984974720e+8
9.637779176e-4,1.416300000e+8
9.656204774e-4,2.127158080e+8
9.674630372e-4,3.096079680e+8
9.693055971e-4,3.465125440e+8
9.711481569e-4,3.526276160e+8
9.729907168e-4,3.850894080e+8
9.748332766e-4,4.189785600e+8
9.766758365e-4,3.814829120e+8
9.785183963e-4,2.788997760e+8
9.803609562e-4,1.981126400e+8
9.822035160e-4,1.737852000e+8
9.840460758e-4,1.559667840e+8
9.858886357e-4,1.051632400e+8
9.877311955e-4,5.843496800e+7
9.895737554e-4,4.935502800e+7
9.914163152e-4,4.791586800e+7
9.932588751e-4,2.826398600e+7
9.951014349e-4,1.424545300e+7
9.969439948e-4,1.829019800e+7
9.987865546e-4,1.519574000e+7
1.000629114e-3,4.823952500e+6
1.002471674e-3,7.203583500e+6
1.004314234e-3,8.110556500e+6
1.006156794e-3,1.927758375e+6
1.007999354e-3,3.503775500e+6
1.009841914e-3,3.873684500e+6
1.011684474e-3,7.363210625e+5
1.013527033e-3,3.098404500e+6
1.015369593e-3,1.033494688e+6
1.017212153e-3,1.167427750e+6
1.019054713e-3,2.131291000e+6
1.020897273e-3,2.925375391e+4
1.022739833e-3,1.662394500e+6
1.024582392e-3,1.982673906e+5
1.026424952e-3,9.900757500e+5
1.028267512e-3,2.842446875e+5
1.030110072e-3,1.072511500e+6
